YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,DataValueUnit,DataValueType,DataValue,StratificationCategory1,Stratification1
2008,2012,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,"Black, non-Hispanic"
2013,2017,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2008,2012,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Asian or Pacific Islander
2008,2012,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,77.2,Gender,Male
2013,2017,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.5,Gender,Female
2012,2016,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.2,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2010,2014,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.0,Gender,Female
2015,2019,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,36.1,Gender,Female
2015,2019,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.5,Race/Ethnicity,Asian or Pacific Islander
2015,2019,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.4,Overall,Overall
2008,2012,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.5,Gender,Female
2010,2014,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,40.6,Gender,Female
2010,2014,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2008,2012,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2010,2014,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,67.6,Overall,Overall
2011,2015,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2008,2012,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2013,2017,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,42.6,Overall,Overall
2009,2013,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Asian or Pacific Islander
2012,2016,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,45.0,Race/Ethnicity,"White, non-Hispanic"
2009,2013,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,49.4,Race/Ethnicity,Hispanic
2011,2015,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,44.2,Race/Ethnicity,Hispanic
2015,2019,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2011,2015,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2011,2015,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Asian or Pacific Islander
2008,2012,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,69.2,Race/Ethnicity,"White, non-Hispanic"
2012,2016,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.1,Race/Ethnicity,"White, non-Hispanic"
2011,2015,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,63.5,Gender,Female
2011,2015,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,73.3,Gender,Male
2008,2012,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,47.7,Race/Ethnicity,Hispanic
2014,2018,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,41.2,Overall,Overall
2012,2016,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.8,Gender,Female
2008,2012,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Asian or Pacific Islander
2010,2014,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,45.4,Race/Ethnicity,Hispanic
2013,2017,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,"Black, non-Hispanic"
2013,2017,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2008,2012,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,49.3,Race/Ethnicity,"White, non-Hispanic"
2015,2019,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.5,Race/Ethnicity,"White, non-Hispanic"
2011,2015,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,65.6,Race/Ethnicity,"White, non-Hispanic"
2009,2013,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,47.5,Overall,Overall
2012,2016,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.9,Gender,Female
2009,2013,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,75.2,Gender,Male
2013,2017,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.2,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2009,2013,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,48.3,Race/Ethnicity,"White, non-Hispanic"
2013,2017,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2011,2015,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,46.3,Race/Ethnicity,"White, non-Hispanic"
2015,2019,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,43.3,Gender,Male
2008,2012,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,46.0,Race/Ethnicity,"White, non-Hispanic"
2015,2019,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,49.9,Gender,Female
2012,2016,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,31.9,Gender,Female
2008,2012,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,42.1,Overall,Overall
2014,2018,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,54.6,Overall,Overall
2014,2018,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.0,Gender,Male
2011,2015,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.6,Race/Ethnicity,Hispanic
2011,2015,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.6,Race/Ethnicity,Asian or Pacific Islander
2013,2017,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,35.2,Overall,Overall
2014,2018,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2009,2013,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,68.0,Gender,Male
2012,2016,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,52.6,Gender,Female
2008,2012,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2013,2017,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,14.3,Race/Ethnicity,Asian or Pacific Islander
2012,2016,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.7,Race/Ethnicity,"White, non-Hispanic"
2008,2012,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,66.0,Race/Ethnicity,"White, non-Hispanic"
2009,2013,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,17.4,Race/Ethnicity,Hispanic
2012,2016,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,40.9,Race/Ethnicity,"White, non-Hispanic"
2008,2012,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,35.2,Gender,Female
2014,2018,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2012,2016,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2013,2017,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,15.3,Race/Ethnicity,Hispanic
2013,2017,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2009,2013,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,40.8,Overall,Overall
2012,2016,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,36.8,Overall,Overall
2015,2019,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,14.1,Race/Ethnicity,Asian or Pacific Islander
2011,2015,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,45.9,Gender,Male
2012,2016,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,34.6,Race/Ethnicity,Hispanic
2008,2012,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.8,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,31.9,Overall,Overall
2011,2015,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,63.5,Race/Ethnicity,"White, non-Hispanic"
2009,2013,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,17.8,Race/Ethnicity,Asian or Pacific Islander
2008,2012,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2009,2013,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,34.3,Gender,Female
2009,2013,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,35.2,Race/Ethnicity,Hispanic
2011,2015,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.0,Gender,Female
2015,2019,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2008,2012,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,17.7,Race/Ethnicity,Hispanic
2012,2016,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.9,Gender,Male
2015,2019,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,51.8,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.7,Overall,Overall
2008,2012,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,35.5,Race/Ethnicity,Hispanic
2009,2013,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2014,2018,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,59.6,Gender,Male
2012,2016,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2010,2014,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,33.7,Gender,Female
2009,2013,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.5,Gender,Female
2009,2013,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,50.2,Gender,Male
2015,2019,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.2,Overall,Overall
2011,2015,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,38.2,Overall,Overall
2012,2016,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.7,Overall,Overall
2015,2019,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,14.1,Race/Ethnicity,Hispanic
2015,2019,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,31.3,Race/Ethnicity,Hispanic
2010,2014,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2012,2016,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.3,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,32.9,Gender,Female
2011,2015,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,42.1,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2013,2017,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,33.0,Race/Ethnicity,Hispanic
2008,2012,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,54.4,Gender,Female
2009,2013,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.8,Race/Ethnicity,"White, non-Hispanic"
2014,2018,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,26.1,Race/Ethnicity,Asian or Pacific Islander
2015,2019,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,34.2,Race/Ethnicity,"Black, non-Hispanic"
2009,2013,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2010,2014,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,17.1,Race/Ethnicity,Hispanic
2013,2017,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2011,2015,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2012,2016,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,43.5,Gender,Male
2010,2014,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.7,Overall,Overall
2009,2013,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.1,Race/Ethnicity,"Black, non-Hispanic"
2013,2017,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.9,Race/Ethnicity,"White, non-Hispanic"
2011,2015,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,58.6,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,36.6,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,28.3,Race/Ethnicity,Asian or Pacific Islander
2010,2014,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,17.0,Race/Ethnicity,Asian or Pacific Islander
2012,2016,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,15.8,Race/Ethnicity,Hispanic
2015,2019,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,36.0,Race/Ethnicity,"White, non-Hispanic"
2010,2014,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,28.8,Race/Ethnicity,Asian or Pacific Islander
2010,2014,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,59.7,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,26.2,Race/Ethnicity,Asian or Pacific Islander
2009,2013,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,44.9,Race/Ethnicity,"White, non-Hispanic"
2008,2012,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,69.9,Gender,Male
2009,2013,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,28.8,Race/Ethnicity,Asian or Pacific Islander
2011,2015,NJ,New Jersey,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.7,Gender,Male
2013,2017,NJ,New Jersey,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,41.0,Gender,Male
