YearStart,YearEnd,LocationAbbr,LocationDesc,DataValueUnit,DataValueType,DataValue,StratificationCategory1,Stratification1
2012,2012,NV,Nevada,%,Crude Prevalence,12.3,Race/Ethnicity,Hispanic
2019,2019,NV,Nevada,%,Crude Prevalence,14.7,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,NV,Nevada,%,Crude Prevalence,11.4,Race/Ethnicity,Hispanic
2013,2013,NV,Nevada,%,Age-adjusted Prevalence,17.7,Gender,Female
2020,2020,NV,Nevada,%,Age-adjusted Prevalence,13.4,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,NV,Nevada,%,Crude Prevalence,19.9,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,NV,Nevada,%,Age-adjusted Prevalence,29.5,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,NV,Nevada,%,Age-adjusted Prevalence,22.9,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,NV,Nevada,%,Crude Prevalence,14.6,Gender,Female
2016,2016,NV,Nevada,%,Age-adjusted Prevalence,14.0,Gender,Female
2018,2018,NV,Nevada,%,Age-adjusted Prevalence,17.6,Gender,Male
2020,2020,NV,Nevada,%,Age-adjusted Prevalence,17.4,Race/Ethnicity,"White, non-Hispanic"
2015,2015,NV,Nevada,%,Age-adjusted Prevalence,18.3,Race/Ethnicity,"White, non-Hispanic"
2018,2018,NV,Nevada,%,Crude Prevalence,15.7,Overall,Overall
2019,2019,NV,Nevada,%,Age-adjusted Prevalence,14.9,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,NV,Nevada,%,Age-adjusted Prevalence,16.2,Gender,Female
2011,2011,NV,Nevada,%,Age-adjusted Prevalence,26.3,Race/Ethnicity,"White, non-Hispanic"
2021,2021,NY,New York,%,Age-adjusted Prevalence,19.6,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,NV,Nevada,%,Age-adjusted Prevalence,21.8,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,NV,Nevada,%,Crude Prevalence,20.9,Race/Ethnicity,"White, non-Hispanic"
2017,2017,NV,Nevada,%,Age-adjusted Prevalence,18.9,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,OH,Ohio,%,Crude Prevalence,17.7,Race/Ethnicity,"White, non-Hispanic"
2018,2018,NY,New York,%,Crude Prevalence,22.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,NY,New York,%,Crude Prevalence,16.3,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,NY,New York,%,Age-adjusted Prevalence,12.8,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,NY,New York,%,Age-adjusted Prevalence,16.8,Race/Ethnicity,"White, non-Hispanic"
2021,2021,OH,Ohio,%,Crude Prevalence,17.9,Gender,Male
2011,2011,NY,New York,%,Crude Prevalence,17.4,Race/Ethnicity,Hispanic
2018,2018,NY,New York,%,Age-adjusted Prevalence,14.2,Race/Ethnicity,"White, non-Hispanic"
2020,2020,NY,New York,%,Age-adjusted Prevalence,13.5,Race/Ethnicity,"White, non-Hispanic"
2021,2021,OH,Ohio,%,Crude Prevalence,18.9,Race/Ethnicity,Hispanic
2014,2014,NY,New York,%,Age-adjusted Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,NY,New York,%,Crude Prevalence,12.1,Race/Ethnicity,Hispanic
2013,2013,NY,New York,%,Crude Prevalence,16.6,Overall,Overall
2011,2011,NY,New York,%,Crude Prevalence,18.1,Overall,Overall
2021,2021,OH,Ohio,%,Age-adjusted Prevalence,19.1,Gender,Female
2019,2019,NY,New York,%,Crude Prevalence,10.6,Race/Ethnicity,Hispanic
2011,2011,NY,New York,%,Age-adjusted Prevalence,18.8,Race/Ethnicity,"White, non-Hispanic"
2016,2016,NY,New York,%,Crude Prevalence,11.9,Gender,Female
2011,2011,NY,New York,%,Crude Prevalence,29.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,NY,New York,%,Crude Prevalence,13.2,Gender,Female
2015,2015,NY,New York,%,Age-adjusted Prevalence,20.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,NY,New York,%,Age-adjusted Prevalence,21.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,NY,New York,%,Crude Prevalence,8.0,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,OH,Ohio,%,Crude Prevalence,20.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2021,2021,OH,Ohio,%,Age-adjusted Prevalence,18.8,Overall,Overall
2020,2020,NY,New York,%,Crude Prevalence,14.2,Gender,Male
2015,2015,NV,Nevada,%,Crude Prevalence,27.4,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,NV,Nevada,%,Age-adjusted Prevalence,11.0,Race/Ethnicity,Hispanic
2016,2016,NV,Nevada,%,Age-adjusted Prevalence,18.1,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,NV,Nevada,%,Crude Prevalence,10.9,Race/Ethnicity,Hispanic
2017,2017,NV,Nevada,%,Crude Prevalence,18.3,Race/Ethnicity,"White, non-Hispanic"
2014,2014,NV,Nevada,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,NV,Nevada,%,Crude Prevalence,18.5,Race/Ethnicity,"White, non-Hispanic"
2015,2015,NV,Nevada,%,Age-adjusted Prevalence,21.0,Gender,Male
2016,2016,NV,Nevada,%,Age-adjusted Prevalence,15.9,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,NV,Nevada,%,Crude Prevalence,11.2,Race/Ethnicity,Hispanic
2020,2020,NV,Nevada,%,Crude Prevalence,16.6,Gender,Male
2021,2021,NY,New York,%,Crude Prevalence,12.0,Overall,Overall
2012,2012,NV,Nevada,%,Age-adjusted Prevalence,11.7,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,NV,Nevada,%,Age-adjusted Prevalence,25.1,Gender,Male
2019,2019,NV,Nevada,%,Age-adjusted Prevalence,13.7,Gender,Female
2021,2021,NY,New York,%,Crude Prevalence,18.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,NV,Nevada,%,Age-adjusted Prevalence,18.9,Race/Ethnicity,"White, non-Hispanic"
2015,2015,NV,Nevada,%,Crude Prevalence,20.5,Gender,Male
2018,2018,NV,Nevada,%,Crude Prevalence,16.6,Race/Ethnicity,"White, non-Hispanic"
2012,2012,NV,Nevada,%,Age-adjusted Prevalence,19.5,Gender,Male
2017,2017,NV,Nevada,%,Age-adjusted Prevalence,17.9,Race/Ethnicity,"White, non-Hispanic"
2012,2012,NV,Nevada,%,Crude Prevalence,18.1,Overall,Overall
2016,2016,NV,Nevada,%,Crude Prevalence,16.5,Overall,Overall
2016,2016,NV,Nevada,%,Crude Prevalence,18.3,Race/Ethnicity,"White, non-Hispanic"
2021,2021,NY,New York,%,Crude Prevalence,12.9,Race/Ethnicity,"White, non-Hispanic"
2020,2020,NV,Nevada,%,Age-adjusted Prevalence,16.7,Gender,Male
2011,2011,NV,Nevada,%,Crude Prevalence,25.6,Gender,Male
2020,2020,NV,Nevada,%,Crude Prevalence,15.9,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,NV,Nevada,%,Crude Prevalence,17.5,Gender,Male
2011,2011,NV,Nevada,%,Age-adjusted Prevalence,19.8,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,NY,New York,%,Age-adjusted Prevalence,11.0,Race/Ethnicity,Hispanic
2013,2013,NV,Nevada,%,Age-adjusted Prevalence,20.1,Race/Ethnicity,"White, non-Hispanic"
2021,2021,NY,New York,%,Age-adjusted Prevalence,10.2,Gender,Female
2013,2013,NV,Nevada,%,Crude Prevalence,18.1,Gender,Female
2017,2017,NV,Nevada,%,Crude Prevalence,19.4,Gender,Male
2014,2014,NV,Nevada,%,Crude Prevalence,17.2,Race/Ethnicity,"White, non-Hispanic"
2015,2015,NV,Nevada,%,Age-adjusted Prevalence,18.6,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,NY,New York,%,Age-adjusted Prevalence,18.5,Race/Ethnicity,"White, non-Hispanic"
2012,2012,NY,New York,%,Age-adjusted Prevalence,14.7,Race/Ethnicity,Hispanic
2018,2018,NY,New York,%,Crude Prevalence,14.1,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,NY,New York,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,NY,New York,%,Age-adjusted Prevalence,13.9,Race/Ethnicity,Hispanic
2017,2017,NY,New York,%,Crude Prevalence,21.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,NY,New York,%,Crude Prevalence,16.1,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,NY,New York,%,Crude Prevalence,19.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,NY,New York,%,Crude Prevalence,12.7,Overall,Overall
2016,2016,NY,New York,%,Age-adjusted Prevalence,9.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,NY,New York,%,Crude Prevalence,14.1,Overall,Overall
2012,2012,NY,New York,%,Age-adjusted Prevalence,18.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,NY,New York,%,Age-adjusted Prevalence,14.5,Gender,Male
2018,2018,NY,New York,%,Crude Prevalence,10.9,Gender,Female
2015,2015,NY,New York,%,Age-adjusted Prevalence,13.6,Race/Ethnicity,Hispanic
2019,2019,NY,New York,%,Age-adjusted Prevalence,14.8,Race/Ethnicity,"White, non-Hispanic"
2014,2014,NY,New York,%,Crude Prevalence,15.0,Race/Ethnicity,"White, non-Hispanic"
2017,2017,NY,New York,%,Age-adjusted Prevalence,11.8,Race/Ethnicity,Hispanic
2020,2020,NY,New York,%,Crude Prevalence,11.4,Race/Ethnicity,Hispanic
2015,2015,NY,New York,%,Age-adjusted Prevalence,16.8,Race/Ethnicity,"White, non-Hispanic"
2020,2020,NY,New York,%,Crude Prevalence,12.5,Race/Ethnicity,"White, non-Hispanic"
2018,2018,NY,New York,%,Crude Prevalence,13.3,Race/Ethnicity,"White, non-Hispanic"
2016,2016,NY,New York,%,Crude Prevalence,15.7,Race/Ethnicity,"White, non-Hispanic"
2014,2014,NY,New York,%,Crude Prevalence,12.0,Gender,Female
2011,2011,NY,New York,%,Age-adjusted Prevalence,16.0,Race/Ethnicity,Hispanic
2016,2016,NY,New York,%,Crude Prevalence,7.6,Race/Ethnicity,"Other, non-Hispanic"
2014,2014,NY,New York,%,Crude Prevalence,17.0,Gender,Male
2019,2019,NY,New York,%,Crude Prevalence,11.3,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,NV,Nevada,%,Age-adjusted Prevalence,27.7,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,NY,New York,%,Crude Prevalence,10.1,Gender,Female
2021,2021,NY,New York,%,Crude Prevalence,11.2,Race/Ethnicity,Hispanic
2014,2014,NV,Nevada,%,Age-adjusted Prevalence,15.5,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,NV,Nevada,%,Crude Prevalence,20.2,Race/Ethnicity,"White, non-Hispanic"
2015,2015,NV,Nevada,%,Crude Prevalence,17.9,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,NV,Nevada,%,Crude Prevalence,32.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,NV,Nevada,%,Crude Prevalence,15.8,Race/Ethnicity,Hispanic
2020,2020,NV,Nevada,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,NV,Nevada,%,Crude Prevalence,17.5,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,NV,Nevada,%,Age-adjusted Prevalence,17.5,Race/Ethnicity,"Other, non-Hispanic"
2019,2019,NV,Nevada,%,Crude Prevalence,12.5,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,NV,Nevada,%,Crude Prevalence,25.6,Race/Ethnicity,"White, non-Hispanic"
2013,2013,NV,Nevada,%,Crude Prevalence,20.6,Gender,Male
2019,2019,NV,Nevada,%,Crude Prevalence,13.9,Gender,Female
2020,2020,NV,Nevada,%,Crude Prevalence,11.2,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,NY,New York,%,Age-adjusted Prevalence,13.9,Race/Ethnicity,"White, non-Hispanic"
2021,2021,NY,New York,%,Age-adjusted Prevalence,12.4,Overall,Overall
2015,2015,NV,Nevada,%,Age-adjusted Prevalence,14.4,Gender,Female
2018,2018,NV,Nevada,%,Age-adjusted Prevalence,14.1,Gender,Female
2017,2017,NV,Nevada,%,Crude Prevalence,15.8,Gender,Female
2016,2016,NV,Nevada,%,Age-adjusted Prevalence,19.2,Gender,Male
2014,2014,NV,Nevada,%,Crude Prevalence,17.0,Overall,Overall
2017,2017,NY,New York,%,Crude Prevalence,12.1,Race/Ethnicity,Hispanic
2014,2014,NY,New York,%,Age-adjusted Prevalence,15.8,Race/Ethnicity,"White, non-Hispanic"
2013,2013,NY,New York,%,Crude Prevalence,16.0,Race/Ethnicity,Hispanic
2020,2020,NY,New York,%,Age-adjusted Prevalence,10.6,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,NY,New York,%,Age-adjusted Prevalence,11.8,Race/Ethnicity,Hispanic
2015,2015,NY,New York,%,Crude Prevalence,14.2,Race/Ethnicity,Hispanic
2012,2012,NY,New York,%,Crude Prevalence,16.6,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,OH,Ohio,%,Age-adjusted Prevalence,20.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,NY,New York,%,Age-adjusted Prevalence,14.7,Gender,Male
2019,2019,NY,New York,%,Age-adjusted Prevalence,11.3,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,OH,Ohio,%,Age-adjusted Prevalence,18.8,Race/Ethnicity,"White, non-Hispanic"
2012,2012,NY,New York,%,Crude Prevalence,17.9,Race/Ethnicity,"White, non-Hispanic"
2018,2018,NY,New York,%,Age-adjusted Prevalence,25.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,NY,New York,%,Age-adjusted Prevalence,18.0,Race/Ethnicity,"White, non-Hispanic"
2013,2013,NY,New York,%,Age-adjusted Prevalence,15.2,Race/Ethnicity,Hispanic
2020,2020,NY,New York,%,Crude Prevalence,17.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,NY,New York,%,Crude Prevalence,8.1,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,NY,New York,%,Crude Prevalence,21.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,NY,New York,%,Age-adjusted Prevalence,16.6,Race/Ethnicity,"White, non-Hispanic"
2012,2012,NY,New York,%,Crude Prevalence,19.5,Gender,Male
2015,2015,NY,New York,%,Age-adjusted Prevalence,11.5,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,OH,Ohio,%,Crude Prevalence,18.1,Gender,Female
2011,2011,NY,New York,%,Age-adjusted Prevalence,12.6,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,NY,New York,%,Crude Prevalence,16.7,Gender,Male
2021,2021,OH,Ohio,%,Age-adjusted Prevalence,18.7,Race/Ethnicity,Hispanic
2012,2012,NY,New York,%,Crude Prevalence,7.7,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,NY,New York,%,Age-adjusted Prevalence,11.8,Race/Ethnicity,Hispanic
2013,2013,NY,New York,%,Age-adjusted Prevalence,13.4,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,NY,New York,%,Age-adjusted Prevalence,21.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,NY,New York,%,Age-adjusted Prevalence,10.1,Gender,Female
2011,2011,NY,New York,%,Age-adjusted Prevalence,27.2,Race/Ethnicity,"Multiracial, non-Hispanic"
2021,2021,OH,Ohio,%,Crude Prevalence,17.8,Race/Ethnicity,"Other, non-Hispanic"
2014,2014,NY,New York,%,Age-adjusted Prevalence,12.1,Gender,Female
2013,2013,NY,New York,%,Crude Prevalence,14.1,Gender,Female
2020,2020,NY,New York,%,Age-adjusted Prevalence,11.4,Race/Ethnicity,Hispanic
2015,2015,NY,New York,%,Crude Prevalence,16.0,Race/Ethnicity,"White, non-Hispanic"
2011,2011,NY,New York,%,Crude Prevalence,16.8,Gender,Female
2012,2012,NY,New York,%,Age-adjusted Prevalence,16.2,Overall,Overall
2012,2012,NY,New York,%,Age-adjusted Prevalence,19.4,Gender,Male
2012,2012,NY,New York,%,Age-adjusted Prevalence,7.1,Race/Ethnicity,"Other, non-Hispanic"
2019,2019,NY,New York,%,Age-adjusted Prevalence,16.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,NY,New York,%,Age-adjusted Prevalence,8.0,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,NY,New York,%,Crude Prevalence,17.5,Gender,Male
2020,2020,NY,New York,%,Age-adjusted Prevalence,12.3,Overall,Overall
2020,2020,NY,New York,%,Crude Prevalence,12.3,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,NY,New York,%,Age-adjusted Prevalence,16.2,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,NY,New York,%,Crude Prevalence,10.0,Gender,Female
2017,2017,NY,New York,%,Crude Prevalence,14.1,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,NY,New York,%,Age-adjusted Prevalence,14.1,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,NY,New York,%,Crude Prevalence,14.1,Race/Ethnicity,Hispanic
2015,2015,OH,Ohio,%,Crude Prevalence,28.2,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,OH,Ohio,%,Crude Prevalence,23.4,Overall,Overall
2017,2017,OH,Ohio,%,Age-adjusted Prevalence,23.4,Gender,Male
2016,2016,OH,Ohio,%,Age-adjusted Prevalence,23.4,Overall,Overall
2012,2012,OH,Ohio,%,Age-adjusted Prevalence,23.4,Race/Ethnicity,"White, non-Hispanic"
2012,2012,OH,Ohio,%,Age-adjusted Prevalence,23.8,Overall,Overall
2017,2017,OH,Ohio,%,Crude Prevalence,21.1,Overall,Overall
2011,2011,OH,Ohio,%,Crude Prevalence,27.2,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,OH,Ohio,%,Crude Prevalence,21.6,Overall,Overall
2013,2013,OH,Ohio,%,Crude Prevalence,25.6,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,OH,Ohio,%,Age-adjusted Prevalence,20.1,Gender,Female
2011,2011,OH,Ohio,%,Crude Prevalence,25.1,Overall,Overall
2019,2019,OH,Ohio,%,Crude Prevalence,25.2,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,NY,New York,%,Crude Prevalence,16.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,NY,New York,%,Age-adjusted Prevalence,16.2,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,OH,Ohio,%,Crude Prevalence,19.9,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,NY,New York,%,Crude Prevalence,15.0,Gender,Male
2013,2013,NY,New York,%,Crude Prevalence,16.6,Race/Ethnicity,"White, non-Hispanic"
2020,2020,NY,New York,%,Age-adjusted Prevalence,17.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,NY,New York,%,Age-adjusted Prevalence,13.9,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,NY,New York,%,Crude Prevalence,12.9,Gender,Female
2019,2019,NY,New York,%,Crude Prevalence,13.7,Race/Ethnicity,"White, non-Hispanic"
2017,2017,NY,New York,%,Crude Prevalence,10.9,Gender,Female
2019,2019,NY,New York,%,Age-adjusted Prevalence,10.5,Race/Ethnicity,Hispanic
2013,2013,NY,New York,%,Age-adjusted Prevalence,17.9,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,NY,New York,%,Age-adjusted Prevalence,13.2,Gender,Female
2017,2017,NY,New York,%,Age-adjusted Prevalence,9.4,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,NY,New York,%,Age-adjusted Prevalence,11.1,Gender,Female
2019,2019,NY,New York,%,Age-adjusted Prevalence,12.3,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,NY,New York,%,Crude Prevalence,15.5,Race/Ethnicity,"White, non-Hispanic"
2014,2014,NY,New York,%,Age-adjusted Prevalence,16.9,Gender,Male
2013,2013,NY,New York,%,Crude Prevalence,19.3,Gender,Male
2015,2015,NY,New York,%,Crude Prevalence,11.7,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,NY,New York,%,Crude Prevalence,14.3,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,NY,New York,%,Age-adjusted Prevalence,16.8,Gender,Male
2015,2015,NY,New York,%,Age-adjusted Prevalence,13.0,Gender,Female
2015,2015,NY,New York,%,Crude Prevalence,15.9,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,OH,Ohio,%,Age-adjusted Prevalence,19.5,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,NY,New York,%,Age-adjusted Prevalence,15.1,Gender,Male
2013,2013,NY,New York,%,Age-adjusted Prevalence,14.6,Gender,Female
2020,2020,NY,New York,%,Crude Prevalence,10.4,Race/Ethnicity,"Other, non-Hispanic"
2019,2019,NY,New York,%,Crude Prevalence,12.1,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,NY,New York,%,Age-adjusted Prevalence,19.3,Gender,Male
2019,2019,NY,New York,%,Crude Prevalence,14.2,Gender,Male
2017,2017,NY,New York,%,Age-adjusted Prevalence,17.7,Gender,Male
2012,2012,NY,New York,%,Age-adjusted Prevalence,16.9,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,NY,New York,%,Crude Prevalence,9.6,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,NY,New York,%,Age-adjusted Prevalence,13.0,Overall,Overall
2013,2013,NY,New York,%,Crude Prevalence,18.2,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,NY,New York,%,Age-adjusted Prevalence,17.0,Overall,Overall
2020,2020,NY,New York,%,Crude Prevalence,12.0,Overall,Overall
2016,2016,NY,New York,%,Crude Prevalence,14.2,Overall,Overall
2017,2017,NY,New York,%,Age-adjusted Prevalence,14.3,Overall,Overall
2014,2014,NY,New York,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,NY,New York,%,Age-adjusted Prevalence,15.4,Overall,Overall
2011,2011,NY,New York,%,Age-adjusted Prevalence,18.3,Overall,Overall
2015,2015,NY,New York,%,Age-adjusted Prevalence,17.9,Gender,Male
2017,2017,NY,New York,%,Age-adjusted Prevalence,11.0,Gender,Female
2012,2012,NY,New York,%,Crude Prevalence,16.2,Overall,Overall
2014,2014,NY,New York,%,Crude Prevalence,14.4,Overall,Overall
2021,2021,OK,Oklahoma,%,Age-adjusted Prevalence,22.4,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,OH,Ohio,%,Crude Prevalence,33.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,OH,Ohio,%,Age-adjusted Prevalence,36.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2011,2011,OH,Ohio,%,Crude Prevalence,19.2,Race/Ethnicity,Hispanic
2015,2015,OH,Ohio,%,Crude Prevalence,39.2,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,OH,Ohio,%,Age-adjusted Prevalence,27.9,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OH,Ohio,%,Age-adjusted Prevalence,21.4,Race/Ethnicity,"White, non-Hispanic"
2013,2013,OH,Ohio,%,Crude Prevalence,24.1,Race/Ethnicity,Hispanic
2014,2014,OH,Ohio,%,Age-adjusted Prevalence,20.8,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,OK,Oklahoma,%,Age-adjusted Prevalence,17.4,Race/Ethnicity,"White, non-Hispanic"
2021,2021,OK,Oklahoma,%,Age-adjusted Prevalence,17.3,Gender,Female
2020,2020,OH,Ohio,%,Age-adjusted Prevalence,20.2,Overall,Overall
2019,2019,OH,Ohio,%,Crude Prevalence,19.8,Race/Ethnicity,Hispanic
2012,2012,OH,Ohio,%,Age-adjusted Prevalence,34.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,OH,Ohio,%,Crude Prevalence,29.2,Race/Ethnicity,Hispanic
2013,2013,OH,Ohio,%,Crude Prevalence,43.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,OH,Ohio,%,Crude Prevalence,28.9,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,OH,Ohio,%,Crude Prevalence,20.8,Race/Ethnicity,Hispanic
2015,2015,OH,Ohio,%,Age-adjusted Prevalence,32.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,OH,Ohio,%,Crude Prevalence,22.1,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OH,Ohio,%,Crude Prevalence,18.6,Race/Ethnicity,Hispanic
2019,2019,OH,Ohio,%,Crude Prevalence,14.8,Race/Ethnicity,"Other, non-Hispanic"
2019,2019,OH,Ohio,%,Crude Prevalence,20.4,Race/Ethnicity,"White, non-Hispanic"
2016,2016,OH,Ohio,%,Age-adjusted Prevalence,25.3,Gender,Male
2012,2012,OH,Ohio,%,Age-adjusted Prevalence,20.9,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,OH,Ohio,%,Crude Prevalence,24.4,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,NY,New York,%,Crude Prevalence,19.5,Gender,Male
2021,2021,OH,Ohio,%,Crude Prevalence,18.0,Overall,Overall
2011,2011,NY,New York,%,Age-adjusted Prevalence,20.7,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,NY,New York,%,Age-adjusted Prevalence,13.0,Overall,Overall
2017,2017,NY,New York,%,Crude Prevalence,10.0,Race/Ethnicity,"Other, non-Hispanic"
2014,2014,NY,New York,%,Age-adjusted Prevalence,6.9,Race/Ethnicity,"Other, non-Hispanic"
2014,2014,NY,New York,%,Age-adjusted Prevalence,14.5,Overall,Overall
2015,2015,NY,New York,%,Crude Prevalence,17.7,Gender,Male
2013,2013,NY,New York,%,Crude Prevalence,14.2,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,NY,New York,%,Crude Prevalence,17.9,Race/Ethnicity,"White, non-Hispanic"
2016,2016,NY,New York,%,Age-adjusted Prevalence,12.2,Gender,Female
2016,2016,NY,New York,%,Age-adjusted Prevalence,14.5,Overall,Overall
2019,2019,NY,New York,%,Crude Prevalence,11.3,Gender,Female
2011,2011,NY,New York,%,Age-adjusted Prevalence,17.2,Gender,Female
2016,2016,NY,New York,%,Age-adjusted Prevalence,7.6,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,NY,New York,%,Crude Prevalence,14.9,Race/Ethnicity,Hispanic
2016,2016,NY,New York,%,Crude Prevalence,11.9,Race/Ethnicity,Hispanic
2021,2021,OH,Ohio,%,Age-adjusted Prevalence,20.6,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,OH,Ohio,%,Age-adjusted Prevalence,18.5,Gender,Male
2014,2014,NY,New York,%,Age-adjusted Prevalence,15.4,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,NY,New York,%,Crude Prevalence,21.3,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,NY,New York,%,Age-adjusted Prevalence,19.5,Gender,Male
2019,2019,NY,New York,%,Age-adjusted Prevalence,11.6,Gender,Female
2018,2018,NY,New York,%,Crude Prevalence,12.8,Overall,Overall
2011,2011,OH,Ohio,%,Age-adjusted Prevalence,50.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,OH,Ohio,%,Age-adjusted Prevalence,21.8,Race/Ethnicity,"White, non-Hispanic"
